000,268
001,254
002,267
003,219
004,263
005,244
006,245
007,234
008,245
009,272
010,254
011,272
012,254
013,251
014,242
015,263
016,254
017,270
018,250
019,237
020,253
021,230
022,267
023,260
024,281
025,242
026,253
027,255
028,259
029,232
030,238
031,284
032,204
033,271
034,248
035,242
036,288
037,239
038,287
039,258
040,266
041,278
042,246
043,238
044,262
045,224
046,259
047,244
048,232
049,264
050,221
051,257
052,245
053,246
054,249
055,266
056,247
057,258
058,232
059,230
060,266
061,245
062,248
063,295
064,248
065,250
066,259
067,269
068,257
069,279
070,239
071,251
072,247
073,251
074,272
075,237
076,232
077,259
078,266
079,257
080,249
081,249
082,254
083,257
084,264
085,239
086,294
087,256
088,267
089,256
090,272
091,237
092,230
093,242
094,261
095,269
096,243
097,239
098,228
099,235
100,251
101,243
102,252
103,269
104,243
105,247
106,243
107,287
108,223
109,256
110,261
111,229
112,241
113,256
114,274
115,225
116,256
117,259
118,254
119,239
120,291
121,230
122,271
123,226
124,232
125,267
126,233
127,239
128,280
129,255
130,253
131,263
132,241
133,223
134,243
135,245
136,237
137,264
138,222
139,259
140,232
141,246
142,250
143,272
144,253
145,266
146,264
147,243
148,248
149,233
150,248
151,245
152,283
153,267
154,243
155,272
156,259
157,247
158,248
159,247
160,265
161,240
162,262
163,256
164,246
165,267
166,268
167,268
168,250
169,213
170,277
171,249
172,274
173,246
174,246
175,255
176,246
177,267
178,222
179,244
180,249
181,225
182,258
183,258
184,218
185,243
186,245
187,253
188,260
189,241
190,258
191,257
192,236
193,248
194,235
195,254
196,246
197,216
198,260
199,251
200,225
201,264
202,252
203,248
204,242
205,230
206,254
207,236
208,228
209,242
210,263
211,236
212,251
213,240
214,261
215,277
216,239
217,246
218,279
219,261
220,274
221,256
222,244
223,233
224,250
225,241
226,236
227,311
228,283
229,263
230,248
231,233
232,246
233,258
234,228
235,244
236,249
237,230
238,269
239,228
240,244
241,282
242,237
243,238
244,268
245,247
246,224
247,259
248,234
249,276
250,232
251,226
252,272
253,274
254,244
255,257
256,227
257,253
258,252
259,265
260,246
261,250
262,274
263,254
264,237
265,248
266,238
267,236
268,263
269,264
270,249
271,244
272,236
273,260
274,238
275,237
276,231
277,262
278,223
279,248
280,273
281,259
282,247
283,288
284,250
285,252
286,230
287,216
288,224
289,246
290,261
291,266
292,247
293,244
294,271
295,254
296,247
297,233
298,263
299,230
300,257
301,264
302,250
303,235
304,269
305,238
306,243
307,267
308,268
309,246
310,234
311,232
312,239
313,245
314,261
315,240
316,243
317,214
318,235
319,257
320,226
321,284
322,282
323,268
324,245
325,257
326,260
327,261
328,254
329,275
330,251
331,236
332,244
333,255
334,246
335,237
336,255
337,252
338,269
339,245
340,245
341,266
342,244
343,241
344,256
345,255
346,258
347,272
348,258
349,259
350,268
351,251
352,259
353,246
354,263
355,233
356,257
357,248
358,252
359,235
360,232
361,238
362,255
363,226
364,227
365,274
366,259
367,255
368,266
369,212
370,235
371,235
372,272
373,259
374,251
375,233
376,246
377,246
378,257
379,256
380,296
381,254
382,257
383,242
384,245
385,227
386,268
387,224
388,252
389,240
390,266
391,279
392,249
393,267
394,257
395,253
396,245
397,249
398,280
399,280
400,260
401,242
402,249
403,248
404,273
405,245
406,228
407,246
408,231
409,272
410,245
411,256
412,238
413,247
414,256
415,220
416,233
417,226
418,242
419,247
420,257
421,227
422,231
423,258
424,257
425,237
426,211
427,280
428,238
429,237
430,256
431,254
432,251
433,268
434,244
435,243
436,265
437,236
438,237
439,245
440,258
441,248
442,274
443,239
444,236
445,269
446,265
447,253
448,263
449,243
450,270
451,253
452,264
453,249
454,267
455,254
456,281
457,253
458,264
459,260
460,273
461,268
462,283
463,230
464,252
465,272
466,221
467,259
468,270
469,276
470,250
471,253
472,224
473,254
474,247
475,241
476,240
477,245
478,254
479,257
480,252
481,239
482,233
483,237
484,223
485,225
486,256
487,239
488,255
489,233
490,240
491,223
492,234
493,244
494,229
495,251
496,254
497,223
498,246
499,251
500,254
501,260
502,226
503,259
504,254
505,239
506,237
507,244
508,256
509,248
510,210
511,279
512,277
513,266
514,256
515,237
516,245
517,227
518,261
519,285
520,237
521,233
522,251
523,232
524,244
525,257
526,259
527,254
528,258
529,247
530,270
531,288
532,219
533,262
534,261
535,260
536,224
537,234
538,271
539,279
540,269
541,240
542,251
543,238
544,266
545,257
546,232
547,240
548,269
549,236
550,265
551,234
552,235
553,246
554,223
555,238
556,255
557,269
558,250
559,259
560,260
561,265
562,249
563,284
564,250
565,239
566,215
567,245
568,264
569,245
570,276
571,227
572,263
573,248
574,248
575,255
576,260
577,271
578,262
579,260
580,248
581,265
582,247
583,254
584,245
585,254
586,246
587,249
588,264
589,262
590,253
591,270
592,266
593,254
594,245
595,243
596,258
597,239
598,252
599,267
600,262
601,260
602,267
603,233
604,240
605,281
606,261
607,241
608,235
609,257
610,214
611,245
612,246
613,259
614,245
615,240
616,275
617,226
618,283
619,264
620,278
621,252
622,254
623,221
624,265
625,244
626,241
627,244
628,284
629,248
630,224
631,261
632,265
633,256
634,254
635,246
636,236
637,257
638,287
639,250
640,226
641,262
642,252
643,239
644,247
645,292
646,262
647,261
648,260
649,268
650,251
651,246
652,274
653,259
654,236
655,258
656,251
657,280
658,262
659,220
660,250
661,267
662,253
663,233
664,230
665,242
666,270
667,255
668,241
669,266
670,259
671,260
672,276
673,237
674,265
675,244
676,280
677,242
678,230
679,222
680,272
681,218
682,216
683,223
684,244
685,258
686,233
687,263
688,257
689,263
690,262
691,248
692,235
693,238
694,241
695,216
696,219
697,224
698,255
699,250
700,262
701,260
702,258
703,266
704,255
705,269
706,240
707,258
708,245
709,229
710,249
711,250
712,249
713,248
714,268
715,242
716,269
717,266
718,226
719,227
720,232
721,230
722,249
723,252
724,281
725,246
726,253
727,253
728,252
729,231
730,228
731,251
732,237
733,234
734,240
735,266
736,248
737,247
738,259
739,230
740,283
741,239
742,267
743,249
744,242
745,262
746,237
747,208
748,222
749,276
750,249
751,229
752,233
753,235
754,241
755,254
756,286
757,224
758,244
759,264
760,249
761,235
762,264
763,243
764,223
765,232
766,266
767,274
768,255
769,267
770,263
771,278
772,269
773,255
774,242
775,220
776,234
777,229
778,270
779,280
780,261
781,266
782,244
783,267
784,265
785,243
786,227
787,268
788,234
789,244
790,250
791,221
792,276
793,263
794,237
795,238
796,203
797,240
798,244
799,267
800,254
801,267
802,213
803,239
804,241
805,236
806,235
807,242
808,295
809,260
810,253
811,249
812,228
813,246
814,265
815,241
816,237
817,288
818,233
819,261
820,268
821,233
822,229
823,257
824,261
825,265
826,261
827,261
828,253
829,257
830,278
831,231
832,240
833,244
834,246
835,234
836,268
837,214
838,255
839,255
840,264
841,251
842,247
843,253
844,244
845,243
846,267
847,238
848,279
849,232
850,254
851,263
852,232
853,251
854,267
855,253
856,268
857,240
858,276
859,242
860,249
861,253
862,259
863,255
864,275
865,229
866,242
867,239
868,228
869,272
870,215
871,251
872,234
873,268
874,251
875,250
876,231
877,237
878,238
879,249
880,233
881,278
882,267
883,258
884,252
885,285
886,260
887,270
888,225
889,228
890,274
891,252
892,248
893,237
894,235
895,240
896,225
897,258
898,273
899,294
900,254
901,224
902,257
903,250
904,265
905,273
906,251
907,225
908,254
909,233
910,253
911,283
912,244
913,255
914,253
915,272
916,270
917,243
918,263
919,251
920,259
921,257
922,253
923,248
924,241
925,259
926,254
927,251
928,242
929,228
930,252
931,226
932,239
933,240
934,287
935,237
936,247
937,257
938,250
939,280
940,238
941,251
942,245
943,226
944,254
945,265
946,250
947,257
948,245
949,234
950,282
951,250
952,272
953,257
954,240
955,253
956,280
957,224
958,250
959,255
960,264
961,228
962,233
963,251
964,242
965,241
966,285
967,271
968,251
969,246
970,242
971,252
972,234
973,247
974,254
975,251
976,254
977,246
978,259
979,265
980,242
981,264
982,269
983,231
984,249
985,269
986,245
987,246
988,258
989,260
990,247
991,250
992,220
993,258
994,261
995,218
996,234
997,265
998,242
999,239
